tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0002130	movie	Dante's Inferno	L'Inferno	0	1911	\N	71	"Adventure,Drama,Fantasy"	7.1	2406
tt0002844	movie	Fantômas: In the Shadow of the Guillotine	Fantômas - À l'ombre de la guillotine	0	1913	\N	54	"Crime,Drama"	7	2024
tt0003014	movie	Ingeborg Holm	Ingeborg Holm	0	1913	\N	96	Drama	7.1	1017
tt0003037	movie	Fantomas: The Man in Black	Juve contre Fantômas	0	1913	\N	61	"Crime,Drama"	7	1398
tt0003165	movie	Fantômas: The Dead Man Who Killed	Le mort qui tue	0	1913	\N	90	"Crime,Drama,Mystery"	7	1088
tt0003419	movie	The Student of Prague	Der Student von Prag	0	1913	\N	85	"Drama,Fantasy,Horror"	6.5	1850
tt0003643	movie	The Avenging Conscience: or 'Thou Shalt Not Kill'	The Avenging Conscience: or 'Thou Shalt Not Kill'	0	1914	\N	78	"Crime,Drama,Horror"	6.4	1141
tt0003740	movie	Cabiria	Cabiria	0	1914	\N	148	"Adventure,Drama,History"	7.1	3211
tt0003930	movie	Fantomas: The Mysterious Finger Print	Fantômas contre Fantômas	0	1914	\N	59	"Crime,Drama"	6.9	1193
tt0004026	movie	The Golem	Der Golem	0	1915	\N	60	Horror	6.8	1058
tt0004181	movie	Judith of Bethulia	Judith of Bethulia	0	1914	\N	61	Drama	6.1	1258
tt0004707	movie	Tillie's Punctured Romance	Tillie's Punctured Romance	0	1914	\N	82	Comedy	6.3	3291
tt0004972	movie	The Birth of a Nation	The Birth of a Nation	0	1915	\N	195	"Drama,History,War"	6.3	22926
tt0005078	movie	The Cheat	The Cheat	0	1915	\N	59	"Drama,Romance"	6.6	2373
tt0005960	movie	The Regeneration	The Regeneration	0	1915	\N	72	"Biography,Crime,Drama"	6.8	1149
tt0006206	movie	Les vampires	Les vampires	0	1915	\N	421	"Action,Adventure,Crime"	7.3	4317
tt0006333	movie	"20,000 Leagues Under the Sea"	"20,000 Leagues Under the Sea"	0	1916	\N	105	"Action,Adventure,Sci-Fi"	6.2	1542
tt0006864	movie	Intolerance: Love's Struggle Throughout the Ages	Intolerance: Love's Struggle Throughout the Ages	0	1916	\N	163	"Drama,History"	7.7	14318
tt0008443	movie	The Poor Little Rich Girl	The Poor Little Rich Girl	0	1917	\N	65	"Comedy,Drama,Family"	6.7	1309
tt0008663	movie	A Man There Was	Terje Vigen	0	1917	\N	65	"Drama,War"	7.4	1604
tt0008879	movie	The Outlaw and His Wife	Berg-Ejvind och hans hustru	0	1918	\N	136	Drama	7.2	1576
tt0009369	movie	Mickey	Mickey	0	1918	\N	93	"Comedy,Drama"	5.9	1067
tt0009652	movie	Stella Maris	Stella Maris	0	1918	\N	84	Drama	6.7	1375
tt0009878	movie	Different from the Others	Anders als die Andern	0	1919	\N	50	"Crime,Drama,History"	7	1162
tt0009892	movie	Auction of Souls	Ravished Armenia	0	1919	\N	80	"Drama,History,Romance"	5.9	1093
tt0009893	movie	The Oyster Princess	Die Austernprinzessin	0	1919	\N	60	Comedy	7.2	1692
tt0009937	movie	Blind Husbands	Blind Husbands	0	1919	\N	99	"Drama,Romance"	7	1368
tt0009968	movie	Broken Blossoms	Broken Blossoms or The Yellow Man and the Girl	0	1919	\N	90	"Drama,Romance"	7.3	9503
tt0010040	movie	Daddy-Long-Legs	Daddy-Long-Legs	0	1919	\N	85	"Comedy,Drama"	6.5	1318
tt0010071	movie	Don't Change Your Husband	Don't Change Your Husband	0	1919	\N	71	Comedy	6.6	1129
tt0010247	movie	Sir Arne's Treasure	Herr Arnes pengar	0	1919	\N	122	"Drama,History"	7.2	1216
tt0010281	movie	I Don't Want to Be a Man	Ich möchte kein Mann sein	0	1918	\N	45	"Comedy,Romance"	6.9	1293
tt0010307	movie	J'accuse!	J'accuse	0	1919	\N	166	"Drama,Horror,War"	7.7	1477
tt0010323	movie	The Cabinet of Dr. Caligari	Das Cabinet des Dr. Caligari	0	1920	\N	76	"Fantasy,Horror,Mystery"	8.1	57852
tt0010418	movie	Male and Female	Male and Female	0	1919	\N	116	"Adventure,Drama"	7	1738
tt0010600	movie	The Doll	Die Puppe	0	1919	\N	66	"Comedy,Fantasy"	7.4	1749
tt0010726	movie	The Spiders - Episode 1: The Golden Sea	"Die Spinnen, 1. Teil - Der Goldene See"	0	1919	\N	81	"Adventure,Western"	6.6	1084
tt0010806	movie	True Heart Susie	True Heart Susie	0	1919	\N	87	"Comedy,Drama,Romance"	7	1635
tt0011000	movie	Leaves From Satan's Book	Blade af Satans bog	0	1920	\N	167	Drama	6.7	1103
tt0011130	movie	Dr. Jekyll and Mr. Hyde	Dr. Jekyll and Mr. Hyde	0	1920	\N	69	"Drama,Horror,Sci-Fi"	7	4949
tt0011237	movie	The Golem	"Der Golem, wie er in die Welt kam"	0	1920	\N	76	"Fantasy,Horror"	7.2	6913
tt0011387	movie	The Last of the Mohicans	The Last of the Mohicans	0	1920	\N	73	"Action,Adventure,Drama"	6.7	1137
tt0011439	movie	The Mark of Zorro	The Mark of Zorro	0	1920	\N	79	"Adventure,Romance,Western"	7.1	2236
tt0011565	movie	The Penalty	The Penalty	0	1920	\N	90	"Crime,Drama,Horror"	7.4	2068
tt0011607	movie	The Parson's Widow	Prästänkan	0	1920	\N	94	"Comedy,Drama,Horror"	7.1	1075
tt0011652	movie	The Saphead	The Saphead	0	1920	\N	77	Comedy	6.1	1452
tt0011841	movie	Way Down East	Way Down East	0	1920	\N	145	"Drama,Romance"	7.4	5083
tt0011865	movie	Why Change Your Wife?	Why Change Your Wife?	0	1920	\N	90	"Comedy,Drama"	6.7	1338
tt0011870	movie	Within Our Gates	Within Our Gates	0	1920	\N	79	"Drama,Romance"	6.4	2660
tt0011904	movie	The Ace of Hearts	The Ace of Hearts	0	1921	\N	75	"Crime,Drama,Mystery"	6.8	1088
tt0011909	movie	The Affairs of Anatol	The Affairs of Anatol	0	1921	\N	117	"Comedy,Drama"	6.6	1213
tt0011960	movie	The Wildcat	Die Bergkatze	0	1921	\N	79	"Comedy,Drama,Romance"	6.9	1055
tt0012190	movie	The Four Horsemen of the Apocalypse	The Four Horsemen of the Apocalypse	0	1921	\N	150	"Drama,Romance,War"	7.2	3097
tt0012349	movie	The Kid	The Kid	0	1921	\N	68	"Comedy,Drama,Family"	8.3	114577
tt0012364	movie	The Phantom Carriage	Körkarlen	0	1921	\N	107	"Drama,Fantasy,Horror"	8.1	10844
tt0012494	movie	Destiny	Der müde Tod	0	1921	\N	97	"Drama,Fantasy,Thriller"	7.6	5387
tt0012532	movie	Orphans of the Storm	Orphans of the Storm	0	1921	\N	150	"Drama,History,Romance"	7.3	4785
tt0012651	movie	The Haunted Castle	Schloß Vogelöd	0	1921	\N	75	"Crime,Drama,Horror"	6.2	1551
tt0012675	movie	The Sheik	The Sheik	0	1921	\N	86	"Adventure,Drama,Romance"	6.4	3119
tt0012763	movie	Tol'able David	Tol'able David	0	1921	\N	99	Drama	6.8	1748
tt0012938	movie	Beyond the Rocks	Beyond the Rocks	0	1922	\N	80	"Drama,Romance"	6.7	2221
tt0012952	movie	Blood and Sand	Blood and Sand	0	1922	\N	108	"Drama,Romance,Sport"	6.5	1254
tt0013075	movie	Dr. Jack	Dr. Jack	0	1922	\N	60	"Comedy,Romance"	7.1	1270
tt0013086	movie	Dr. Mabuse the Gambler	"Dr. Mabuse, der Spieler"	0	1922	\N	242	"Crime,Mystery,Thriller"	7.9	7600
tt0013140	movie	Foolish Wives	Foolish Wives	0	1922	\N	117	"Drama,Thriller"	7	3183
tt0013201	movie	Grandma's Boy	Grandma's Boy	0	1922	\N	60	"Comedy,Family"	7	1662
tt0013257	movie	Häxan	Häxan	0	1922	\N	91	"Documentary,Fantasy,History"	7.7	12577
tt0013427	movie	Nanook of the North	Nanook of the North	0	1922	\N	78	Documentary	7.6	11026
tt0013442	movie	Nosferatu	"Nosferatu, eine Symphonie des Grauens"	0	1922	\N	94	"Fantasy,Horror"	7.9	89313
tt0013496	movie	Phantom	Phantom	0	1922	\N	125	"Drama,Romance"	6.9	1571
tt0013556	movie	Robin Hood	Robin Hood	0	1922	\N	143	"Adventure,Family,Romance"	7.2	2014
tt0013933	movie	The Faithful Heart	Coeur fidèle	0	1923	\N	87	"Drama,Romance"	7.5	1133
tt0014029	movie	The Extra Girl	The Extra Girl	0	1923	\N	68	"Comedy,Romance"	6.6	1077
tt0014109	movie	The Saga of Gösta Berling	Gösta Berlings saga	0	1924	\N	183	"Drama,Romance"	7.1	1112
tt0014142	movie	The Hunchback of Notre Dame	The Hunchback of Notre Dame	0	1923	\N	133	"Drama,Horror,Romance"	7.2	4871
tt0014341	movie	Our Hospitality	Our Hospitality	0	1923	\N	65	"Comedy,Romance,Thriller"	7.8	10282
tt0014358	movie	The Pilgrim	The Pilgrim	0	1923	\N	47	Comedy	7.4	4531
tt0014417	movie	The Wheel	La roue	0	1923	\N	417	Drama	7.5	1969
tt0014429	movie	Safety Last!	Safety Last!	0	1923	\N	74	"Action,Comedy,Thriller"	8.1	18578
tt0014532	movie	The Ten Commandments	The Ten Commandments	0	1923	\N	136	"Biography,Drama,Fantasy"	6.8	1996
tt0014538	movie	Three Ages	Three Ages	0	1923	\N	63	Comedy	7.1	4076
tt0014586	movie	Waxworks	Das Wachsfigurenkabinett	0	1924	\N	107	"Fantasy,Horror"	6.6	1806
tt0014611	movie	Why Worry?	Why Worry?	0	1923	\N	63	"Adventure,Comedy,Family"	7.4	1595
tt0014624	movie	A Woman of Paris: A Drama of Fate	A Woman of Paris: A Drama of Fate	0	1923	\N	82	"Drama,Romance"	7	4937
tt0014646	movie	Aelita: Queen of Mars	Aelita	0	1924	\N	111	"Adventure,Comedy,Drama"	6.5	2358
tt0014945	movie	Girl Shy	Girl Shy	0	1924	\N	87	"Comedy,Romance"	7.7	3126
tt0014972	movie	He Who Gets Slapped	He Who Gets Slapped	0	1924	\N	95	"Drama,Romance,Thriller"	7.8	3269
tt0015002	movie	Hot Water	Hot Water	0	1924	\N	53	Comedy	7.1	1254
tt0015016	movie	The Iron Horse	The Iron Horse	0	1924	\N	150	"History,Romance,Western"	7.2	1972
tt0015064	movie	The Last Laugh	Der letzte Mann	0	1924	\N	77	Drama	8.1	12759
tt0015119	movie	The Marriage Circle	The Marriage Circle	0	1924	\N	85	Comedy	7.1	1095
tt0015136	movie	Michael	Michael	0	1924	\N	93	"Drama,Romance"	7.1	1590
tt0015163	movie	The Navigator	The Navigator	0	1924	\N	59	"Action,Comedy,Romance"	7.7	9151
tt0015174	movie	Die Nibelungen: Kriemhild's Revenge	Die Nibelungen: Kriemhilds Rache	0	1924	\N	129	"Adventure,Drama,Fantasy"	7.9	4013
tt0015175	movie	Die Nibelungen: Siegfried	Die Nibelungen: Siegfried	0	1924	\N	143	"Adventure,Drama,Fantasy"	8.1	5280
tt0015202	movie	The Hands of Orlac	Orlacs Hände	0	1924	\N	92	"Crime,Horror,Mystery"	7	2488
tt0015214	movie	At 3:25	Paris qui dort	0	1925	\N	59	Sci-Fi	7.2	1580
tt0015324	movie	Sherlock Jr.	Sherlock Jr.	0	1924	\N	45	"Action,Comedy,Romance"	8.2	42619
tt0015361	movie	Strike	Stachka	0	1925	\N	82	Drama	7.6	7177
tt0015400	movie	The Thief of Bagdad	The Thief of Bagdad	0	1924	\N	155	"Adventure,Family,Fantasy"	7.7	5647
tt0015532	movie	The Adventures of Prince Achmed	Die Abenteuer des Prinzen Achmed	0	1926	\N	80	"Adventure,Animation,Family"	7.8	5488
tt0015624	movie	The Big Parade	The Big Parade	0	1925	\N	151	"Drama,Romance,War"	7.9	6210
tt0015648	movie	Battleship Potemkin	Bronenosets Potemkin	0	1925	\N	75	"Drama,History,Thriller"	8	53486
tt0015768	movie	Master of the House	Du skal ære din hustru	0	1925	\N	111	"Comedy,Drama"	7.1	1769
tt0015772	movie	The Eagle	The Eagle	0	1925	\N	73	"Action,Adventure,Comedy"	6.6	1776
tt0015841	movie	The Freshman	The Freshman	0	1925	\N	77	"Comedy,Family,Romance"	7.5	5041
tt0015842	movie	The Joyless Street	Die freudlose Gasse	0	1925	\N	125	Drama	7.2	1403
tt0015863	movie	Go West	Go West	0	1925	\N	69	"Comedy,Western"	7.2	3875
tt0015864	movie	The Gold Rush	The Gold Rush	0	1925	\N	95	"Adventure,Comedy,Drama"	8.2	101970
tt0015881	movie	Greed	Greed	0	1924	\N	140	"Drama,Thriller,Western"	8.1	9126
tt0016004	movie	Lady Windermere's Fan	Lady Windermere's Fan	0	1925	\N	120	Comedy	7.3	1016
tt0016029	movie	The Little Colonel	The Little Colonel	0	1935	\N	81	"Comedy,Family,Musical"	7.1	1477
tt0016039	movie	The Lost World	The Lost World	0	1925	\N	110	"Adventure,Fantasy,Sci-Fi"	7	4683
tt0016104	movie	The Merry Widow	The Merry Widow	0	1925	\N	137	"Drama,Romance"	7.3	2150
tt0016220	movie	The Phantom of the Opera	The Phantom of the Opera	0	1925	\N	93	Horror	7.6	16873
tt0016230	movie	The Pleasure Garden	The Pleasure Garden	0	1925	\N	75	"Drama,Romance"	5.9	2193
tt0016332	movie	Seven Chances	Seven Chances	0	1925	\N	56	"Comedy,Romance"	7.9	9354
tt0016473	movie	The Unholy Three	The Unholy Three	0	1925	\N	86	"Crime,Drama,Romance"	7.2	1683
tt0016481	movie	Variety	Varieté	0	1925	\N	104	"Crime,Drama,Romance"	7.4	1051
tt0016544	movie	The Wizard of Oz	The Wizard of Oz	0	1925	\N	81	"Adventure,Comedy,Family"	5.1	1408
tt0016627	movie	Bardelys the Magnificent	Bardelys the Magnificent	0	1926	\N	90	"Drama,Romance"	7	1072
tt0016630	movie	Battling Butler	Battling Butler	0	1926	\N	77	"Action,Comedy,Romance"	7	2995
tt0016641	movie	Ben-Hur: A Tale of the Christ	Ben-Hur: A Tale of the Christ	0	1925	\N	143	"Adventure,Drama,Romance"	7.8	7131
tt0016654	movie	The Black Pirate	The Black Pirate	0	1926	\N	88	"Action,Adventure"	7.1	1708
tt0016669	movie	La Bohème	La Bohème	0	1926	\N	95	"Drama,Romance"	7.3	1437
tt0016690	movie	Brown of Harvard	Brown of Harvard	0	1926	\N	85	"Action,Drama,Romance"	6.2	1405
tt0016847	movie	Faust	Faust: Eine deutsche Volkssage	0	1926	\N	107	"Drama,Fantasy,Horror"	8.1	14025
tt0016884	movie	Flesh and the Devil	Flesh and the Devil	0	1926	\N	112	"Drama,Romance"	7.6	3966
tt0016895	movie	For Heaven's Sake	For Heaven's Sake	0	1926	\N	58	"Action,Comedy,Romance"	7.4	1472
tt0017048	movie	A Page of Madness	Kurutta ippêji	0	1926	\N	70	"Drama,Horror,Thriller"	7.5	2966
tt0017075	movie	The Lodger: A Story of the London Fog	The Lodger: A Story of the London Fog	0	1927	\N	92	"Crime,Drama,Mystery"	7.3	10485
tt0017128	movie	Mother	Mat	0	1926	\N	89	Drama	7.5	2534
tt0017136	movie	Metropolis	Metropolis	0	1927	\N	153	"Drama,Sci-Fi"	8.3	161148
tt0017350	movie	The Scarlet Letter	The Scarlet Letter	0	1926	\N	115	Drama	7.6	1565
tt0017416	movie	The Son of the Sheik	The Son of the Sheik	0	1926	\N	68	"Adventure,Drama,Romance"	6.6	1813
tt0017423	movie	Sparrows	Sparrows	0	1926	\N	109	Drama	7.3	1161
tt0017448	movie	Tartuffe	Herr Tartüff	0	1925	\N	74	Drama	7.1	2157
tt0017449	movie	The Temptress	The Temptress	0	1926	\N	62	"Drama,Romance"	6.9	1087
tt0017463	movie	3 Bad Men	3 Bad Men	0	1926	\N	92	"Romance,Western"	7.5	1049
tt0017534	movie	West Point	West Point	0	1927	\N	95	"Drama,Romance,Sport"	6.4	1721
tt0017668	movie	Berlin: Symphony of a Great City	Berlin - Die Sinfonie der Großstadt	0	1927	\N	65	Documentary	7.6	3968
tt0017739	movie	The Cat and the Canary	The Cat and the Canary	0	1927	\N	108	"Comedy,Horror,Mystery"	7.1	2737
tt0017765	movie	College	College	0	1927	\N	66	"Comedy,Drama,Sport"	7.1	4435
tt0017825	movie	When Boys Leave Home	Downhill	0	1927	\N	80	"Adventure,Drama,Thriller"	6.1	2238
tt0017843	movie	Easy Virtue	Easy Virtue	0	1927	\N	80	"Romance,Thriller"	5.7	2545
tt0017925	movie	The General	The General	0	1926	\N	67	"Action,Adventure,Comedy"	8.1	81799
tt0018033	movie	It	It	0	1927	\N	72	"Comedy,Romance"	7.3	2987
tt0018037	movie	The Jazz Singer	The Jazz Singer	0	1927	\N	88	"Drama,Music,Musical"	6.5	9138
tt0018051	movie	The Kid Brother	The Kid Brother	0	1927	\N	82	"Comedy,Drama,Family"	7.6	3883
tt0018054	movie	The King of Kings	The King of Kings	0	1927	\N	160	"Biography,Drama,History"	7.2	1929
tt0018066	movie	The End of St. Petersburg	Konets Sankt-Peterburga	0	1927	\N	85	Drama	7.3	1547
tt0018097	movie	London After Midnight	London After Midnight	0	1927	\N	69	Horror	6.8	1181
tt0018192	movie	Napoleon	Napoléon vu par Abel Gance	0	1927	\N	330	"Biography,Drama,History"	8.1	7072
tt0018217	movie	October (Ten Days that Shook the World)	Oktyabr	0	1927	\N	142	"Drama,History"	7.5	7117
tt0018311	movie	The Red Mill	The Red Mill	0	1927	\N	74	"Comedy,Romance"	6.7	1339
tt0018328	movie	The Ring	The Ring	0	1927	\N	116	"Drama,Romance,Sport"	6.2	3184
tt0018379	movie	7th Heaven	7th Heaven	0	1927	\N	110	"Drama,Romance"	7.6	3221
tt0018451	movie	The Student Prince in Old Heidelberg	The Student Prince in Old Heidelberg	0	1927	\N	106	"Drama,Romance"	7.6	1364
tt0018455	movie	Sunrise	Sunrise: A Song of Two Humans	0	1927	\N	94	"Drama,Romance"	8.1	47117
tt0018471	movie	Tell It to the Marines	Tell It to the Marines	0	1926	\N	103	"Comedy,Drama,Romance"	6.9	1426
tt0018505	movie	Bed and Sofa	Tretya meshchanskaya	0	1927	\N	86	"Comedy,Drama"	7.4	1068
tt0018526	movie	Underworld	Underworld	0	1927	\N	80	"Crime,Drama,Film-Noir"	7.6	2662
tt0018528	movie	The Unknown	The Unknown	0	1927	\N	63	"Drama,Horror,Romance"	7.8	7329
tt0018578	movie	Wings	Wings	0	1927	\N	144	"Action,Drama,Romance"	7.5	11575
tt0018737	movie	Pandora's Box	Die Büchse der Pandora	0	1929	\N	109	"Crime,Drama,Romance"	7.8	9854
tt0018742	movie	The Cameraman	The Cameraman	0	1928	\N	76	"Comedy,Drama,Family"	8.1	10649
tt0018756	movie	Champagne	Champagne	0	1928	\N	86	Comedy	5.6	2056
tt0018770	movie	The Fall of the House of Usher	La chute de la maison Usher	0	1928	\N	63	Horror	7.3	3516
tt0018773	movie	The Circus	The Circus	0	1928	\N	72	"Comedy,Romance"	8.1	30523
tt0018806	movie	The Crowd	The Crowd	0	1928	\N	98	"Drama,Romance"	8.1	7564
tt0018839	movie	The Docks of New York	The Docks of New York	0	1928	\N	76	"Crime,Drama,Film-Noir"	7.5	4011
tt0018876	movie	The Farmer's Wife	The Farmer's Wife	0	1928	\N	100	"Comedy,Drama,Romance"	5.9	2520
tt0019071	movie	The Last Command	The Last Command	0	1928	\N	88	"Drama,History,Romance"	8	3419
tt0019074	movie	"Laugh, Clown, Laugh"	"Laugh, Clown, Laugh"	0	1928	\N	73	Drama	7.6	1707
tt0019109	movie	Lonesome	Lonesome	0	1928	\N	69	"Comedy,Drama,Romance"	7.8	2052
tt0019130	movie	The Man Who Laughs	The Man Who Laughs	0	1928	\N	110	"Drama,Mystery,Romance"	7.7	6080
tt0019195	movie	The Mysterious Lady	The Mysterious Lady	0	1928	\N	96	"Drama,Romance"	7.3	1176
tt0019237	movie	Our Dancing Daughters	Our Dancing Daughters	0	1928	\N	85	Drama	6.7	1559
tt0019254	movie	The Passion of Joan of Arc	La passion de Jeanne d'Arc	0	1928	\N	110	"Biography,Drama,History"	8.1	48339
tt0019258	movie	The Patsy	The Patsy	0	1928	\N	78	"Comedy,Drama,Romance"	7.5	2337
tt0019286	movie	Storm Over Asia	Potomok Chingis-Khana	0	1928	\N	127	"Drama,War"	7.1	1884
tt0019304	movie	The Racket	The Racket	0	1928	\N	84	"Crime,Drama,Film-Noir"	6.7	1132
tt0019344	movie	Sadie Thompson	Sadie Thompson	0	1928	\N	97	Drama	7.2	2547
tt0019379	movie	Show People	Show People	0	1928	\N	83	"Comedy,Romance"	7.6	3497
tt0019412	movie	Speedy	Speedy	0	1928	\N	85	"Action,Comedy,Family"	7.6	3304
tt0019415	movie	Spies	Spione	0	1928	\N	150	"Romance,Thriller"	7.6	3163
tt0019421	movie	"Steamboat Bill, Jr."	"Steamboat Bill, Jr."	0	1928	\N	70	"Action,Comedy,Drama"	7.9	13354
tt0019429	movie	Street Angel	Street Angel	0	1928	\N	102	Drama	7.4	2159
tt0019558	movie	The Wedding March	The Wedding March	0	1928	\N	113	Drama	7.4	1549
tt0019563	movie	West of Zanzibar	West of Zanzibar	0	1928	\N	65	"Drama,Mystery"	7.2	1625
tt0019585	movie	The Wind	The Wind	0	1928	\N	95	"Drama,Romance,Thriller"	8	6080
tt0019591	movie	A Woman of Affairs	A Woman of Affairs	0	1928	\N	98	Drama	7.2	1372
tt0019644	movie	Applause	Applause	0	1929	\N	80	"Drama,Musical"	7	1288
tt0019649	movie	Arsenal	Arsenal	0	1929	\N	93	"Drama,War"	7.3	1853
tt0019655	movie	Asphalt	Asphalt	0	1929	\N	90	"Crime,Drama,Romance"	7.4	1355
tt0019702	movie	Blackmail	Blackmail	0	1929	\N	85	"Crime,Thriller"	7	9730
tt0019729	movie	The Broadway Melody	The Broadway Melody	0	1929	\N	100	"Drama,Musical,Romance"	5.7	6540
tt0019760	movie	Man with a Movie Camera	Chelovek s kino-apparatom	0	1929	\N	68	"Documentary,Music"	8.4	22797
tt0019777	movie	The Cocoanuts	The Cocoanuts	0	1929	\N	96	"Comedy,Musical"	7	7079
tt0019788	movie	Coquette	Coquette	0	1929	\N	76	"Drama,Romance"	5.8	2013
tt0019811	movie	Desert Nights	Desert Nights	0	1929	\N	62	"Adventure,Drama,Romance"	6.6	1082
tt0019823	movie	Disraeli	Disraeli	0	1929	\N	90	"Biography,Drama,History"	6.1	1063
tt0019901	movie	Woman in the Moon	Frau im Mond	0	1929	\N	156	"Adventure,Comedy,Drama"	7.3	3068
tt0019959	movie	Hallelujah	Hallelujah	0	1929	\N	109	"Drama,Musical"	6.8	1581
tt0019993	movie	The Hollywood Revue of 1929	The Hollywood Revue of 1929	0	1929	\N	130	"Comedy,Music"	5.9	1848
tt0020030	movie	The Iron Mask	The Iron Mask	0	1929	\N	95	"Adventure,Drama,History"	7	1158
tt0020112	movie	The Love Parade	The Love Parade	0	1929	\N	107	"Comedy,Musical,Romance"	7.1	1987
tt0020122	movie	Lucky Star	Lucky Star	0	1929	\N	100	"Drama,Romance"	7.7	1191
tt0020142	movie	The Manxman	The Manxman	0	1929	\N	110	"Drama,Romance"	6.2	2626
tt0020143	movie	Marianne	Marianne	0	1929	\N	111	"Drama,Musical,Romance"	6.3	1150
tt0020163	movie	People on Sunday	Menschen am Sonntag	0	1930	\N	73	"Comedy,Drama,Romance"	7.4	2786
tt0020269	movie	Piccadilly	Piccadilly	0	1929	\N	92	"Crime,Drama"	7.1	1376
tt0020298	movie	Queen Kelly	Queen Kelly	0	1932	\N	101	Drama	7.1	3077
tt0020442	movie	Spite Marriage	Spite Marriage	0	1929	\N	76	Comedy	7	1897
tt0020451	movie	Old and New	Staroye i novoye	0	1929	\N	121	Drama	7.3	1354
tt0020475	movie	Diary of a Lost Girl	Tagebuch einer Verlorenen	0	1929	\N	104	Drama	7.9	4111
tt0020514	movie	The Trespasser	The Trespasser	0	1929	\N	90	Drama	6.6	1249
tt0020620	movie	Abraham Lincoln	Abraham Lincoln	0	1930	\N	96	"Biography,Drama,History"	5.7	1345
tt0020629	movie	All Quiet on the Western Front	All Quiet on the Western Front	0	1930	\N	152	"Drama,War"	8	57554
tt0020640	movie	Animal Crackers	Animal Crackers	0	1930	\N	97	"Comedy,Musical"	7.5	13617
tt0020641	movie	Anna Christie	Anna Christie	0	1930	\N	89	"Drama,Romance"	6.6	2826
tt0020686	movie	The Big House	The Big House	0	1930	\N	87	"Crime,Drama,Thriller"	7.1	1911
tt0020691	movie	The Big Trail	The Big Trail	0	1930	\N	125	"Adventure,Romance,Western"	7.2	3391
tt0020697	movie	The Blue Angel	Der blaue Engel	0	1930	\N	104	"Drama,Music"	7.7	13764
tt0020768	movie	City Girl	City Girl	0	1930	\N	77	"Drama,Romance"	7.8	2924
tt0020793	movie	Escape from Dartmoor	A Cottage on Dartmoor	0	1929	\N	88	"Crime,Drama"	7.6	1013
tt0020815	movie	The Dawn Patrol	The Dawn Patrol	0	1930	\N	108	"Action,Drama,War"	7.2	1627
tt0020827	movie	The Divorcee	The Divorcee	0	1930	\N	84	"Drama,Romance"	6.8	2803
tt0020891	movie	The Florodora Girl	The Florodora Girl	0	1930	\N	79	"Drama,Musical,Romance"	6.1	1250
tt0020960	movie	Hell's Angels	Hell's Angels	0	1930	\N	127	"Drama,War"	7.4	4858
tt0021015	movie	Juno and the Paycock	Juno and the Paycock	0	1930	\N	85	"Comedy,Drama"	4.8	2080
tt0021025	movie	King of Jazz	King of Jazz	0	1930	\N	99	"Animation,Comedy,Music"	6.7	1089
tt0021040	movie	Ladies of Leisure	Ladies of Leisure	0	1930	\N	99	"Drama,Romance"	6.7	1070
tt0021079	movie	Little Caesar	Little Caesar	0	1931	\N	79	"Action,Crime,Drama"	7.2	12218
tt0021148	movie	Min and Bill	Min and Bill	0	1930	\N	69	"Comedy,Drama"	6.8	1581
tt0021153	movie	Monte Carlo	Monte Carlo	0	1930	\N	90	"Comedy,Musical,Romance"	6.8	1129
tt0021156	movie	Morocco	Morocco	0	1930	\N	92	"Drama,Romance"	7.1	5730
tt0021165	movie	Murder!	Murder!	0	1930	\N	104	"Crime,Mystery,Thriller"	6.4	5817
tt0021189	movie	Not So Dumb	Not So Dumb	0	1930	\N	76	"Comedy,Romance"	6	1021
tt0021309	movie	The Story of the Fox	Le roman de Renard	0	1937	\N	63	"Adventure,Animation,Comedy"	7.8	1173
tt0021331	movie	The Blood of a Poet	Le sang d'un poète	0	1930	\N	55	Fantasy	7.4	6029
tt0021409	movie	Under the Roofs of Paris	Sous les toits de Paris	0	1930	\N	96	"Comedy,Drama,Musical"	7.1	2022
tt0021505	movie	The Unholy Three	The Unholy Three	0	1930	\N	72	"Crime,Drama,Romance"	6.8	1080
tt0021508	movie	Up the River	Up the River	0	1930	\N	92	"Comedy,Crime,Drama"	6	1085
tt0021542	movie	Westfront 1918	Westfront 1918: Vier von der Infanterie	0	1930	\N	75	"Drama,Romance,War"	7.4	1744
tt0021571	movie	Earth	Zemlya	0	1930	\N	75	Drama	7.3	5132
tt0021577	movie	L'Age d'Or	L'âge d'or	0	1930	\N	60	"Comedy,Drama"	7.3	12929
tt0021622	movie	Arrowsmith	Arrowsmith	0	1931	\N	108	Drama	6.2	1557
tt0021633	movie	The Bachelor Father	The Bachelor Father	0	1931	\N	90	"Comedy,Drama,Romance"	6.5	1040
tt0021635	movie	Bad Girl	Bad Girl	0	1931	\N	90	"Drama,Romance"	6.5	1128
tt0021636	movie	Bad Sister	Bad Sister	0	1931	\N	68	Drama	6.3	1044
tt0021668	movie	The Black Camel	The Black Camel	0	1931	\N	71	"Crime,Mystery,Thriller"	6.8	1336
tt0021673	movie	Blonde Crazy	Blonde Crazy	0	1931	\N	79	"Comedy,Crime,Drama"	7.1	1724
tt0021730	movie	The Champ	The Champ	0	1931	\N	86	"Drama,Sport"	7.3	2832
