tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt1874513	movie	God Loves Uganda	God Loves Uganda	0	2013	\N	83	Documentary	7.4	1158
tt1874522	movie	Here Without Me	Inja bedoone man	0	2011	\N	100	"Drama,Family"	7.9	4047
tt1876277	movie	Into the White	Into the White	0	2012	\N	104	"Action,Biography,Drama"	7.2	19805
tt1876330	movie	Hello Herman	Hello Herman	0	2012	\N	90	Drama	5.8	1299
tt1876373	movie	Lost and Found in Armenia	Lost and Found in Armenia	0	2012	\N	100	Comedy	6.2	1725
tt1876451	movie	Sparkle	Sparkle	0	2012	\N	116	"Drama,Music"	5.7	5875
tt1877543	movie	247°F	247°F	0	2011	\N	88	"Horror,Thriller"	4.9	5644
tt1877688	movie	Brightest Star	Brightest Star	0	2013	\N	80	"Comedy,Drama,Romance"	5.2	1049
tt1877832	movie	X-Men: Days of Future Past	X-Men: Days of Future Past	0	2014	\N	132	"Action,Adventure,Sci-Fi"	7.9	663546
tt1878841	movie	The Darkness	The Darkness	0	2016	\N	92	"Horror,Thriller"	4.5	14906
tt1878870	movie	The Edge of Seventeen	The Edge of Seventeen	0	2016	\N	104	"Comedy,Drama"	7.3	105719
tt1878942	movie	Date and Switch	Date and Switch	0	2014	\N	91	"Comedy,Drama,Romance"	5.7	7695
tt1879012	movie	Night of the Living Dead 3D: Re-Animation	Night of the Living Dead 3D: Re-Animation	0	2012	\N	88	"Action,Comedy,Horror"	3	1907
tt1879030	movie	Q	Q	0	2011	\N	103	"Drama,Romance"	5.5	6180
tt1879032	movie	Rapture-Palooza	Rapture-Palooza	0	2013	\N	85	"Comedy,Fantasy"	5.2	11356
tt1880399	movie	Kodachrome	Kodachrome	0	2017	\N	105	Drama	6.8	12658
tt1880418	movie	Newlyweds	Newlyweds	0	2011	\N	95	"Comedy,Drama"	6.3	1525
tt1881002	movie	Maggie	Maggie	0	2015	\N	95	"Drama,Horror,Sci-Fi"	5.6	42175
tt1881024	movie	One in the Chamber	One in the Chamber	0	2012	\N	91	"Action,Crime,Thriller"	5.1	4509
tt1881060	movie	Static	Static	0	2012	\N	83	"Drama,Horror,Mystery"	5.4	3076
tt1881109	movie	Zeroville	Zeroville	0	2019	\N	96	"Comedy,Drama,Mystery"	4.6	1830
tt1883121	movie	404: Error Not Found	404: Error Not Found	0	2011	\N	121	"Drama,Mystery,Thriller"	7.3	2427
tt1883180	movie	A Pigeon Sat on a Branch Reflecting on Existence	En duva satt på en gren och funderade på tillvaron	0	2014	\N	101	"Comedy,Drama,Fantasy"	7	16901
tt1883251	movie	America's Most Hated Family in Crisis	Louis Theroux: The Most Hated Family in America in Crisis	0	2011	\N	60	Documentary	7.6	2439
tt1883367	movie	The Human Centipede III (Final Sequence)	The Human Centipede III (Final Sequence)	0	2015	\N	102	"Comedy,Horror"	2.7	14913
tt1884268	movie	Chalo Dilli	Chalo Dilli	0	2011	\N	155	"Comedy,Drama"	6.8	3019
tt1884318	movie	Girls Gone Dead	Girls Gone Dead	0	2012	\N	104	"Comedy,Horror"	3.5	2292
tt1884369	movie	Noobz	Noobz	0	2012	\N	90	Comedy	4.9	1989
tt1884457	movie	The Package	The Package	0	2013	\N	95	"Action,Crime,Thriller"	5	3910
tt1885265	movie	Good Deeds	Good Deeds	0	2012	\N	129	"Comedy,Drama,Romance"	5.6	7465
tt1885281	movie	Klitschko	Klitschko	0	2011	\N	118	"Biography,Documentary,Sport"	7.7	2629
tt1885299	movie	Lucky Them	Lucky Them	0	2013	\N	97	"Comedy,Drama"	6.1	3239
tt1885300	movie	Best Man Down	Best Man Down	0	2012	\N	89	"Comedy,Drama"	6.4	9054
tt1885331	movie	Paris-Manhattan	Paris-Manhattan	0	2012	\N	77	"Comedy,Romance"	6.1	3662
tt1886493	movie	Catch .44	Catch .44	0	2011	\N	94	"Action,Crime,Thriller"	4.6	16693
tt1886502	movie	Corpo Celeste	Corpo celeste	0	2011	\N	99	Drama	6.7	1278
tt1886531	movie	Entelköy Efeköy'e Karsi	Entelköy Efeköy'e Karsi	0	2011	\N	111	Comedy	6.5	3313
tt1887748	movie	Lord of Darkness	Sawney: Flesh of Man	0	2012	\N	90	"Crime,Horror,Thriller"	4.5	1189
tt1887763	movie	Haunted - 3D	Haunted - 3D	0	2011	\N	143	"Action,Fantasy,Horror"	6.2	2089
tt1887785	movie	The Legend of Kaspar Hauser	La leggenda di Kaspar Hauser	0	2012	\N	95	"Drama,Mystery"	6.7	1337
tt1889440	movie	Teen Maar	Teen Maar	0	2011	\N	149	"Comedy,Drama,Romance"	5.6	1515
tt1890363	movie	Buddha in a Traffic Jam	Buddha in a Traffic Jam	0	2016	\N	114	"Crime,Thriller"	6.6	2280
tt1890373	movie	Combat Girls	Kriegerin	0	2011	\N	103	Drama	6.8	4614
tt1890375	movie	Crawlspace	Crawlspace	0	2012	\N	86	"Action,Horror,Mystery"	4.8	2881
tt1890377	movie	Bienvenue à bord	Bienvenue à bord	0	2011	\N	95	Comedy	5.5	1606
tt1890493	movie	Oosaravelli	Oosaravelli	0	2011	\N	145	"Action,Thriller"	6.6	3256
tt1890513	movie	Ragini MMS	Ragini MMS	0	2011	\N	93	"Drama,Horror,Mystery"	4.9	2462
tt1891755	movie	Billa 2	Billa 2	0	2012	\N	129	"Action,Crime,Thriller"	6.2	10231
tt1891757	movie	Bol	Bol	0	2011	\N	165	Drama	8.2	8607
tt1891769	movie	The Painting	Le tableau	0	2011	\N	80	"Adventure,Animation,Drama"	7.4	3893
tt1891788	movie	It Was the Son	È stato il figlio	0	2012	\N	93	"Comedy,Drama"	6.7	1156
tt1891845	movie	The Day of the Crows	Le jour des corneilles	0	2012	\N	96	"Animation,Drama,Fantasy"	7.3	1211
tt1891884	movie	Once Upon a Time in Mumbaai Dobara	Once Upon a Time in Mumbai Dobaara!	0	2013	\N	160	"Action,Crime,Drama"	4.6	6676
tt1891892	movie	Quiz	Quiz	0	2012	\N	85	"Crime,Drama,Thriller"	6	1737
tt1891905	movie	Sea Level	SeeFood	0	2011	\N	93	"Adventure,Animation,Comedy"	4.3	1020
tt1891923	movie	The Hoarder	The Hoarder	0	2015	\N	84	"Crime,Horror,Thriller"	4.5	2281
tt1891942	movie	Nicostratos the Pelican	Nicostratos le pélican	0	2011	\N	92	"Comedy,Drama"	7	1479
tt1891974	movie	Ace Attorney	Gyakuten saiban	0	2012	\N	135	"Comedy,Crime,Drama"	6.6	2656
tt1893195	movie	A.C.A.B. - All Cops Are Bastards	A.C.A.B. - All Cops Are Bastards	0	2012	\N	112	"Action,Crime,Drama"	6.6	7249
tt1893256	movie	Redemption	Hummingbird	0	2013	\N	100	"Action,Crime,Drama"	6.2	66832
tt1894476	movie	How I Live Now	How I Live Now	0	2013	\N	101	"Action,Drama,Romance"	6.5	28399
tt1894561	movie	Cowgirls 'n Angels	Cowgirls 'n Angels	0	2012	\N	92	"Adventure,Drama,Family"	6.1	1494
tt1895315	movie	Brimstone	Brimstone	0	2016	\N	148	"Drama,Mystery,Thriller"	7.1	36931
tt1895466	movie	Loverboy	Loverboy	0	2011	\N	99	"Drama,Thriller"	6.1	1715
tt1895484	movie	Model Minority	Model Minority	0	2012	\N	94	Drama	7.8	1178
tt1895587	movie	Spotlight	Spotlight	0	2015	\N	129	"Biography,Crime,Drama"	8.1	424368
tt1896788	movie	My Little Princess	My Little Princess	0	2011	\N	105	Drama	6.4	1537
tt1899142	movie	Combustion	Combustión	0	2013	\N	99	"Action,Adventure,Fantasy"	5.7	3072
tt1899285	movie	Day of the Siege	11 settembre 1683	0	2012	\N	114	"Drama,History,War"	4.3	1882
tt1899324	movie	The Letter	The Letter	0	2012	\N	92	"Drama,Thriller"	3.6	1468
tt1899353	movie	The Raid: Redemption	Serbuan maut	0	2011	\N	101	"Action,Thriller"	7.6	191483
tt1900854	movie	Comes a Bright Day	Comes a Bright Day	0	2012	\N	91	"Drama,Romance,Thriller"	6.1	1472
tt1900891	movie	Haunters	Cho-neung-ryeok-ja	0	2010	\N	119	"Action,Sci-Fi,Thriller"	6.2	1553
tt1900893	movie	Themis	Himizu	0	2011	\N	129	"Crime,Drama"	7.1	3510
tt1900908	movie	Klip	Klip	0	2012	\N	102	Drama	5.7	6376
tt1901024	movie	Dark Crimes	True Crimes	0	2016	\N	92	"Crime,Drama,Thriller"	4.7	13648
tt1901040	movie	Wrong	Wrong	0	2012	\N	94	"Comedy,Mystery"	6.3	9331
tt1904996	movie	Parker	Parker	0	2013	\N	118	"Action,Crime,Thriller"	6.2	114606
tt1905010	movie	Yamada: Samurai of Ayothaya	Samurai Ayothaya	0	2010	\N	100	"Action,Drama,History"	6	1265
tt1905040	movie	Devil's Pass	The Dyatlov Pass Incident	0	2013	\N	100	"Horror,Mystery,Thriller"	5.7	23453
tt1905041	movie	Fast & Furious 6	Furious 6	0	2013	\N	130	"Action,Adventure,Thriller"	7	370057
tt1905042	movie	Standing Up	Standing Up	0	2013	\N	93	Drama	6.9	2996
tt1906329	movie	As Cool as I Am	As Cool as I Am	0	2013	\N	92	"Comedy,Drama"	5.8	5099
tt1906386	movie	Guerrilla	Guerrilla	0	2011	\N	140	"Drama,History,War"	8.2	2574
tt1906426	movie	Michael	Michael	0	2011	\N	96	"Drama,Thriller"	6.9	4571
tt1906518	movie	Yes or No	Yes or No: Yaak Rak Gaw Rak Loey	0	2010	\N	102	"Comedy,Romance"	6.8	1798
tt1907614	movie	Alter Egos	Alter Egos	0	2012	\N	80	Comedy	5.3	1451
tt1907668	movie	Flight	Flight	0	2012	\N	138	"Drama,Thriller"	7.3	327818
tt1907707	movie	LUV	LUV	0	2012	\N	94	"Crime,Drama"	6	2063
tt1907731	movie	Nobody Walks	Nobody Walks	0	2012	\N	83	Drama	5.3	4752
tt1907761	movie	Stanley Ka Dabba	Stanley Ka Dabba	0	2011	\N	96	"Comedy,Drama,Family"	7.8	6307
tt1907779	movie	The Dinosaur Project	The Dinosaur Project	0	2012	\N	83	"Action,Adventure,Drama"	4.6	5148
tt1908471	movie	Catching Hell	Catching Hell	0	2011	\N	102	"Documentary,Sport"	7.9	1501
tt1909270	movie	17 Miracles	17 Miracles	0	2011	\N	113	"Adventure,History"	6.4	1367
tt1909796	movie	K-On! The Movie	Eiga Keion!	0	2011	\N	110	"Adventure,Animation,Comedy"	7.6	1418
tt1909827	movie	Red Sheep	Red Sheep	0	2012	\N	112	"Drama,Fantasy,Thriller"	6.9	2272
tt1910498	movie	Alien Armageddon	Alien Armageddon	0	2011	\N	95	Sci-Fi	2	1160
tt1911553	movie	The Chef	Comme un chef	0	2012	\N	84	"Comedy,Drama"	6.7	16350
tt1911600	movie	Miss Bala	Miss Bala	0	2011	\N	113	"Action,Crime,Drama"	6.5	8724
tt1911607	movie	Nova Zembla	Nova Zembla	0	2011	\N	108	"Drama,History"	5.8	4216
tt1911644	movie	The Call	The Call	0	2013	\N	96	"Crime,Drama,Horror"	6.7	113476
tt1911658	movie	Penguins of Madagascar	Penguins of Madagascar	0	2014	\N	92	"Adventure,Animation,Comedy"	6.7	80003
tt1911662	movie	Vehicle 19	Vehicle 19	0	2013	\N	85	"Action,Thriller"	4.9	14596
tt1912398	movie	God Bless America	God Bless America	0	2011	\N	105	"Comedy,Crime,Drama"	7.2	68001
tt1912518	movie	Utomlennye solntsem 2	Utomlennye solntsem 2	0	2011	\N	157	"Drama,History,War"	4.1	1879
tt1912982	movie	A Little Bit Zombie	A Little Bit Zombie	0	2012	\N	87	"Comedy,Horror,Sci-Fi"	5.3	2664
tt1913166	movie	Nurse 3D	Nurse 3-D	0	2013	\N	84	"Horror,Thriller"	4.5	9715
tt1915551	movie	After the Revolution	Devrimden sonra	0	2011	\N	95	Drama	5.5	1390
tt1915581	movie	Magic Mike	Magic Mike	0	2012	\N	110	"Comedy,Drama"	6.1	131962
tt1916728	movie	Shor in the City	Shor in the City	0	2010	\N	112	"Crime,Drama"	7.2	3430
tt1918734	movie	2067	2067	0	2020	\N	114	Sci-Fi	4.8	5218
tt1918886	movie	Joker	Joker	0	2012	\N	104	"Comedy,Family,Sci-Fi"	2.4	5110
tt1918911	movie	Un + une	Un + une	0	2015	\N	115	"Comedy,Drama,Romance"	6.2	2005
tt1918927	movie	Luv Ka the End	Luv Ka the End	0	2011	\N	106	"Comedy,Drama"	4.8	1418
tt1918965	movie	Murder 2	Murder 2	0	2011	\N	127	"Action,Crime,Drama"	6.2	6510
tt1918969	movie	Amar Bondhu Rashed	Amar Bondhu Rashed	0	2011	\N	96	War	8.2	3049
tt1919090	movie	Stash House	Stash House	0	2012	\N	99	Thriller	4.8	2574
tt1919174	movie	Time of My Life	Tot altijd	0	2012	\N	121	Drama	7.2	1249
tt1920846	movie	Another World	Another World	0	2014	\N	99	"Action,Horror,Sci-Fi"	4.4	3829
tt1920849	movie	Bachelorette	Bachelorette	0	2012	\N	87	"Comedy,Romance"	5.3	45434
tt1920885	movie	Big Fish & Begonia	Da yu hai tang	0	2016	\N	100	"Adventure,Animation,Drama"	7.1	4855
tt1920945	movie	Good Vibrations	Good Vibrations	0	2012	\N	103	"Biography,Drama,Music"	7.2	4824
tt1920976	movie	Jesus Loves Me	Jesus liebt mich	0	2012	\N	100	Comedy	5.5	1410
tt1920997	movie	La Tarago Wa La Esteslam	La Tarago Wa La Esteslam	0	2010	\N	116	"Action,Comedy"	7.4	1853
tt1921043	movie	The Clown	O Palhaço	0	2011	\N	88	"Comedy,Drama"	7.2	4762
tt1921064	movie	Pompeii	Pompeii	0	2014	\N	105	"Action,Adventure,Drama"	5.5	106817
tt1921070	movie	Pusher	Pusher	0	2012	\N	89	"Crime,Thriller"	5.5	4593
tt1921078	movie	Saint Petersburg	Saint Petersburg	0	2010	\N	120	"Comedy,Crime,Drama"	6.4	3374
tt1921149	movie	Trash	Trash	0	2014	\N	114	"Adventure,Crime,Drama"	7.2	20630
tt1922545	movie	Anjathe	Anjathe	0	2008	\N	185	"Action,Drama,Thriller"	8.1	2023
tt1922551	movie	Arirang	Arirang	0	2011	\N	100	"Documentary,Drama"	6.9	1166
tt1922561	movie	The Day He Arrives	Book chon bang hyang	0	2011	\N	79	"Comedy,Drama"	7	2210
tt1922612	movie	Glee: The 3D Concert Movie	Glee: The 3D Concert Movie	0	2011	\N	84	"Documentary,Music"	5.5	5649
tt1922645	movie	The Fairy	La fée	0	2011	\N	93	"Comedy,Drama"	6.2	2314
tt1922679	movie	Open Road	Open Road	0	2013	\N	85	"Action,Drama,Thriller"	5.4	1669
tt1922685	movie	Phantom	Phantom	0	2013	\N	98	"Drama,History,Thriller"	5.9	13723
tt1922689	movie	Plan C	Plan C	0	2012	\N	95	"Comedy,Crime"	6.4	1304
tt1922721	movie	Beauty	Skoonheid	0	2011	\N	99	Drama	6.2	1701
tt1922777	movie	Sinister	Sinister	0	2012	\N	110	"Horror,Mystery,Thriller"	6.8	223336
tt1924273	movie	Ghost Graduation	Promoción fantasma	0	2012	\N	88	"Adventure,Comedy,Fantasy"	6.3	3152
tt1924277	movie	Unit 7	Grupo 7	0	2012	\N	96	"Action,Adventure,Drama"	6.5	5471
tt1924394	movie	The Angels' Share	The Angels' Share	0	2012	\N	101	"Comedy,Crime,Drama"	7	23811
tt1924396	movie	The Best Offer	La migliore offerta	0	2013	\N	131	"Crime,Drama,Mystery"	7.8	109338
tt1924429	movie	Trance	Trance	0	2013	\N	101	"Crime,Drama,Mystery"	6.9	110074
tt1924435	movie	Let's Be Cops	Let's Be Cops	0	2014	\N	104	"Action,Comedy,Crime"	6.4	127667
tt1925421	movie	Elena	Elena	0	2011	\N	109	"Crime,Drama,Thriller"	7.3	13287
tt1925431	movie	Fire with Fire	Fire with Fire	0	2012	\N	97	"Action,Crime,Thriller"	5.6	25286
tt1925435	movie	Frankenstein's Army	Frankenstein's Army	0	2013	\N	84	Horror	5.4	7978
tt1925446	movie	Once Upon a Time in the North	Härmä	0	2012	\N	128	"Drama,History"	6.2	1408
tt1925466	movie	Mall	Mall	0	2014	\N	88	Drama	5	1346
tt1925479	movie	Officer Down	Officer Down	0	2013	\N	98	"Crime,Drama,Thriller"	5.5	5284
tt1925493	movie	Random Acts of Violence	Random Acts of Violence	0	2019	\N	80	"Drama,Horror,Thriller"	5.2	1565
tt1925518	movie	The Protector 2	Tom yum goong 2	0	2013	\N	104	Action	5.3	6606
tt1926313	movie	Pyaar Ka Punchnama	Pyaar Ka Punchnama	0	2011	\N	149	"Comedy,Drama,Romance"	7.7	20009
tt1927012	movie	Dead Shadows	Dead Shadows	0	2012	\N	75	"Horror,Sci-Fi"	3.7	1097
tt1927035	movie	ToyKhtoProyshovKrizVohon	ToyKhtoProyshovKrizVohon	0	2011	\N	110	"Adventure,Biography,Drama"	7	1359
tt1927077	movie	Letters to Santa	Listy do M.	0	2011	\N	110	"Comedy,Romance"	7.1	4113
tt1928200	movie	Kamikaze	Kamikaze	0	2014	\N	94	"Action,Comedy,Drama"	6.4	1480
tt1928329	movie	Lines of Wellington	Linhas de Wellington	0	2012	\N	151	"Drama,History,War"	6.1	1330
tt1928330	movie	Bad Ass	Bad Ass	0	2012	\N	90	"Action,Comedy,Crime"	5.5	18432
tt1928335	movie	Kill 'em All	Kill 'em All	0	2012	\N	86	"Action,Crime,Thriller"	4.4	1348
tt1928337	movie	Mine Games	Mine Games	0	2012	\N	92	"Horror,Mystery,Thriller"	5.4	3486
tt1928340	movie	After the Dark	After the Dark	0	2013	\N	107	"Drama,Fantasy,Sci-Fi"	5.7	21367
tt1929263	movie	Heaven Is for Real	Heaven Is for Real	0	2014	\N	99	"Biography,Drama,Family"	5.8	25833
tt1929276	movie	Estranged	Estranged	0	2015	\N	92	"Horror,Mystery,Thriller"	5.4	2251
tt1929297	movie	Last Moment of Clarity	Last Moment of Clarity	0	2020	\N	90	Thriller	5.2	1676
tt1929308	movie	Magic Magic	Magic Magic	0	2013	\N	97	"Drama,Thriller"	5	9307
tt1930294	movie	Black Rock	Black Rock	0	2012	\N	83	"Horror,Thriller"	4.7	8609
tt1930458	movie	Red Line	Red Line	0	2013	\N	87	Thriller	4.9	1104
tt1930463	movie	Ride	Ride	0	2014	\N	93	"Comedy,Drama"	5.7	3950
tt1930546	movie	Arthur Newman	Arthur Newman	0	2012	\N	93	Drama	5.7	7014
tt1931388	movie	Beware of Mr. Baker	Beware of Mr. Baker	0	2012	\N	100	"Biography,Documentary,Music"	7.6	3267
tt1931435	movie	The Big Wedding	The Big Wedding	0	2013	\N	90	"Comedy,Drama,Romance"	5.6	47550
tt1931466	movie	Knife Fight	Knife Fight	0	2012	\N	100	Drama	5.2	1350
tt1931470	movie	Declaration of War	La guerre est déclarée	0	2011	\N	100	Drama	7	4984
tt1931533	movie	Seven Psychopaths	Seven Psychopaths	0	2012	\N	110	"Comedy,Crime"	7.2	242560
tt1931551	movie	The 25th Reich	The 25th Reich	0	2012	\N	85	"Action,Adventure,Fantasy"	3.3	1078
tt1931602	movie	Very Good Girls	Very Good Girls	0	2013	\N	91	"Drama,Romance"	6	14483
tt1932695	movie	"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet"	Rengô kantai shirei chôkan: Yamamoto Isoroku	0	2011	\N	140	"Biography,Drama,History"	6.8	1018
tt1932718	movie	Thanks for Sharing	Thanks for Sharing	0	2012	\N	112	"Comedy,Drama,Romance"	6.4	26851
tt1932767	movie	What Maisie Knew	What Maisie Knew	0	2012	\N	99	Drama	7.4	26840
tt1934205	movie	What the Day Owes the Night	Ce que le jour doit à la nuit	0	2012	\N	162	"Drama,Romance"	7.9	2978
tt1934231	movie	Delhi Belly	Delhi Belly	0	2011	\N	103	"Action,Comedy,Crime"	7.6	27748
tt1934234	movie	Diaz - Don't Clean Up This Blood	Diaz - Don't Clean Up This Blood	0	2012	\N	127	Drama	7.2	3508
tt1934269	movie	Yossi	Yossi	0	2012	\N	84	"Drama,Romance"	7	2871
tt1934381	movie	Sector 7	7 gwanggu	0	2011	\N	101	"Action,Sci-Fi"	4.6	2276
tt1934452	movie	Realms	Realms	0	2017	\N	90	"Horror,Mystery"	3.6	1056
tt1934458	movie	Under the Bed	Under the Bed	0	2012	\N	87	"Drama,Horror"	4.6	2641
tt1934487	movie	Zenne Dancer	Zenne Dancer	0	2011	\N	99	"Biography,Drama,Romance"	7.2	2531
tt1935065	movie	Not Suitable for Children	Not Suitable for Children	0	2012	\N	97	"Comedy,Romance"	5.8	4903
tt1935089	movie	Blind	Blind	0	2017	\N	98	"Drama,Romance"	5.8	3703
tt1935094	movie	The Cat	Go-hyang-i: Jook-eum-eul bo-neun doo gae-eui noon	0	2011	\N	106	"Drama,Horror,Mystery"	5.8	1107
tt1935109	movie	Dipu Number 2	Dipu Number 2	0	1996	\N	154	"Adventure,Family"	8.9	2076
tt1935156	movie	Jodorowsky's Dune	Jodorowsky's Dune	0	2013	\N	90	Documentary	8.1	22068
tt1935179	movie	Mud	Mud	0	2012	\N	130	Drama	7.4	169493
tt1935194	movie	Overdrive	Overdrive	0	2017	\N	93	"Action,Thriller"	5.4	13118
tt1935302	movie	Monsters: Dark Continent	Monsters: Dark Continent	0	2014	\N	119	"Action,Drama,Horror"	4.3	10123
tt1935859	movie	Miss Peregrine's Home for Peculiar Children	Miss Peregrine's Home for Peculiar Children	0	2016	\N	127	"Adventure,Drama,Family"	6.7	156833
tt1935896	movie	The ABCs of Death	The ABCs of Death	0	2012	\N	129	"Comedy,Horror"	4.7	18197
tt1935897	movie	Amityville: The Awakening	Amityville: The Awakening	0	2017	\N	87	"Horror,Thriller"	4.8	13010
tt1935902	movie	The Brass Teapot	The Brass Teapot	0	2012	\N	101	"Comedy,Fantasy,Thriller"	6.4	14886
tt1935914	movie	The Last Days	Los últimos días	0	2013	\N	100	"Horror,Sci-Fi,Thriller"	6.2	7977
tt1935940	movie	Get Santa	Get Santa	0	2014	\N	102	"Comedy,Family"	6.3	3465
tt1937092	movie	Always Kabhi Kabhi	Always Kabhi Kabhi	0	2011	\N	126	"Comedy,Crime,Drama"	4	1286
tt1937118	movie	Chinese Puzzle	Casse-tête chinois	0	2013	\N	117	"Comedy,Drama,Romance"	7	13529
tt1937133	movie	On the Other Side of the Tracks	De l'autre côté du périph	0	2012	\N	96	"Action,Comedy,Crime"	5.8	4778
tt1937149	movie	The Body	El cuerpo	0	2012	\N	112	"Mystery,Thriller"	7.6	58395
tt1937264	movie	Now Is Good	Now Is Good	0	2012	\N	103	"Drama,Romance"	7.1	33225
tt1937269	movie	One Small Hitch	One Small Hitch	0	2013	\N	105	"Comedy,Romance"	6.6	4663
tt1937339	movie	Sunny	Sseo-ni	0	2011	\N	124	"Comedy,Drama"	7.8	5190
tt1937388	movie	The Millionaire Tour	The Millionaire Tour	0	2012	\N	84	"Action,Thriller"	6.4	2565
tt1937390	movie	Nymphomaniac: Vol. I	Nymphomaniac: Vol. I	0	2013	\N	117	Drama	6.9	117131
tt1937449	movie	At Any Price	At Any Price	0	2012	\N	105	"Drama,Sport,Thriller"	5.6	7274
tt1937506	movie	The Philly Kid	The Philly Kid	0	2012	\N	90	"Action,Drama,Sport"	5.7	2075
tt1939654	movie	Bheja Fry 2	Bheja Fry 2	0	2011	\N	129	"Comedy,Drama"	4.7	1281
tt1939659	movie	Carrie	Carrie	0	2013	\N	100	"Drama,Horror"	5.9	133871
tt1941478	movie	The Portuguese Falcon	Capitão Falcão	0	2015	\N	106	"Action,Comedy,History"	7.1	1800
tt1941638	movie	Sadda Adda	Sadda Adda	0	2012	\N	130	"Comedy,Drama,Romance"	7.1	1326
tt1942831	movie	Company	Company	0	2011	\N	145	"Comedy,Drama,Musical"	7.7	1105
tt1942884	movie	Indie Game: The Movie	Indie Game: The Movie	0	2012	\N	103	"Documentary,Drama"	7.6	20263
tt1942971	movie	Showrunners: The Art of Running a TV Show	Showrunners: The Art of Running a TV Show	0	2014	\N	90	"Biography,Documentary"	6.7	1140
tt1942989	movie	The Citizen	The Citizen	0	2012	\N	99	Drama	7	3161
tt1943014	movie	The Wicked Within	The Wicked Within	0	2015	\N	84	Horror	4.4	1147
tt1943765	movie	Morgan	Morgan	0	2012	\N	89	"Drama,Romance"	6.7	1397
tt1943873	movie	You've Been Trumped	You've Been Trumped	0	2011	\N	79	Documentary	7.5	2178
tt1945034	movie	A Gun in Each Hand	Una pistola en cada mano	0	2012	\N	95	"Action,Adventure,Comedy"	6.5	2999
tt1945039	movie	"Abu, Son of Adam"	Adaminte Makan Abu	0	2011	\N	101	Drama	8	1123
tt1945044	movie	Exeter	Exeter	0	2015	\N	91	"Horror,Mystery,Thriller"	4.5	5408
tt1945062	movie	About Cherry	About Cherry	0	2012	\N	98	Drama	4.8	9811
tt1945084	movie	Everly	Everly	0	2014	\N	92	"Action,Thriller"	5.1	17394
tt1945228	movie	Voyage of Time: Life's Journey	Voyage of Time: Life's Journey	0	2016	\N	90	"Documentary,Drama"	6.5	4347
tt1946289	movie	The Man Who Laughs	L'homme qui rit	0	2012	\N	95	Drama	6	1290
tt1946298	movie	The Lookout	Le guetteur	0	2012	\N	89	"Action,Crime,Thriller"	5.7	2572
tt1946310	movie	Crazy Kind of Love	Crazy Kind of Love	0	2013	\N	100	"Comedy,Drama,Romance"	5.9	1842
tt1946347	movie	Gladiators of Rome	Gladiatori di Roma	0	2012	\N	94	"Adventure,Animation,Comedy"	5.2	1349
tt1946381	movie	Red Sky	Red Sky	0	2014	\N	100	"Action,Thriller"	4.1	1470
tt1946421	movie	The Captains	The Captains	0	2011	\N	97	"Biography,Documentary,Sci-Fi"	6.8	2767
tt1946502	movie	UglyDolls	UglyDolls	0	2019	\N	87	"Adventure,Animation,Comedy"	5	5862
tt1947998	movie	Dear God No!	Dear God No!	0	2011	\N	81	"Comedy,Horror"	4.5	1595
tt1948150	movie	Singham	Singham	0	2011	\N	143	"Action,Crime,Drama"	6.8	14365
tt1949548	movie	Heroine	Heroine	0	2012	\N	149	Drama	5.1	4052
tt1949605	movie	Who Gets the Dog?	Who Gets the Dog?	0	2016	\N	95	Comedy	4.9	1293
tt1950186	movie	Ford v Ferrari	Ford v Ferrari	0	2019	\N	152	"Action,Biography,Drama"	8.1	299838
tt1950235	movie	Let It Snow	Let It Snow	0	2019	\N	92	"Comedy,Romance"	5.8	18337
tt1951095	movie	Child of God	Child of God	0	2013	\N	104	"Crime,Drama,Thriller"	5.5	3946
tt1951133	movie	Funeral Kings	Funeral Kings	0	2012	\N	85	"Comedy,Drama"	6.3	1128
tt1951166	movie	Capital	Le capital	0	2012	\N	114	Drama	6.5	5150
tt1951181	movie	The Immigrant	The Immigrant	0	2013	\N	120	"Drama,Romance"	6.6	30051
tt1951216	movie	The Look of Love	The Look of Love	0	2013	\N	101	"Biography,Comedy,Drama"	6	6592
tt1951218	movie	Piggy	Piggy	0	2012	\N	106	"Horror,Thriller"	5.6	1456
tt1951261	movie	The Hangover Part III	The Hangover Part III	0	2013	\N	100	"Comedy,Crime"	5.8	294782
tt1951264	movie	The Hunger Games: Catching Fire	The Hunger Games: Catching Fire	0	2013	\N	146	"Action,Adventure,Mystery"	7.5	616497
tt1951265	movie	The Hunger Games: Mockingjay - Part 1	The Hunger Games: Mockingjay - Part 1	0	2014	\N	123	"Action,Adventure,Sci-Fi"	6.6	416447
tt1951266	movie	The Hunger Games: Mockingjay - Part 2	The Hunger Games: Mockingjay - Part 2	0	2015	\N	137	"Action,Adventure,Sci-Fi"	6.6	289295
tt1954206	movie	The Dirty Picture	The Dirty Picture	0	2011	\N	145	"Biography,Drama,Musical"	6.6	8749
tt1954258	movie	Balas & Bolinhos: O Último Capítulo	Balas & Bolinhos: O Último Capítulo	0	2012	\N	129	"Action,Adventure,Comedy"	7.3	2783
